volume_weight,frictional_angle,cohesion,DJ_1,DJ_2,DJ_4,DJ_3,ZZJL,ZXZ_YL_1,ZXZ_YL_2,KWC_YL_1,KWC_YL_2,NJB_SZ_11,NJB_SZ_21,YG_A_2,YG_B_2,YG_C_2,YG_D_2,YG_E_2,YG_F_2,DJ_5
24.34490631,58.25224374,61.53865533,70310.60873,14.16486043,9439.629744,1.174811166,37.66,2.752183908,2.607635468,2.818924466,2.798760263,51.44827586,87.59441708,61.7816092,72.09852217,138.1904762,164.9014778,146.817734,78.53694581,16.68719212
24.35920578,58.52770366,62.1473866,71147.80894,14.6260298,9642.577271,1.162751972,35.18666667,2.749815951,2.594829097,2.814943032,2.794881683,52,86.30762489,41.78965819,48.31025416,160.1174408,183.3531989,163.9368975,64.95705521,17.05170903
24.31920623,57.5755642,59.93805447,71611.51596,14.26751227,9341.469189,1.192716858,37.27333333,2.746448445,2.611448445,2.800065466,2.778338789,47.02045827,91.5507365,44.45008183,48.09001637,156.9279869,186.6055646,168.8265139,60.85270049,17.05973813
24.28091709,56.64520611,57.7704184,71784.55529,13.92272367,8814.676344,1.218844022,36.14666667,2.93418844,2.839144893,2.941741884,2.920815519,57.68250198,92.06730008,44.42913698,72.65558195,152.6254949,185.1005542,161.3998416,55.01346002,17.00738981
24.2419755,55.72189893,55.62940276,72516.93166,13.14962343,9132.414226,1.207297071,36.97333333,2.976368201,2.89232636,2.986669456,2.965757322,61.87196653,92.56569038,52.23430962,54.83179916,155.1012552,203.7924686,155.0610879,52.79832636,15.92468619
24.20437557,54.8187481,53.53099362,73806.76759,13.69073909,8786.317494,1.185627783,37.00666667,2.974390027,2.888014248,2.981923419,2.960080142,52.94746215,89.09082814,61.73998219,71.7969724,142.6945681,197.2128228,156.1032947,61.0222618,16.27426536
24.16666164,53.92554635,51.45697061,74391.18804,14.08961448,9106.062593,1.165538946,37.04,3.010039339,2.880739575,3.006129032,2.985853659,50.29425649,84.1620771,62.28638867,71.81274587,143.84107,194.7710464,157.4429583,66.68922109,16.47678993
24.13192285,53.06085526,49.43256579,73469.15339,14.25691534,9294.576697,1.162380553,37.28666667,2.935230511,2.865096396,2.941114837,2.918440905,51.44844929,85.80217938,63.93461861,64.78290025,145.5088013,189.6412406,155.0662196,68.79966471,16.62615256
24.0850927,52.71638756,48.89503589,73837.79468,14.35163498,9608.548911,1.158889734,38.95333333,2.971072243,2.884448669,2.965498099,2.944326996,53.23954373,85.85627376,64.70722433,71.24410646,146.5855513,185.9665399,154.2904943,69.72471483,16.68288973
24.04068759,52.42409567,48.46935725,73507.28033,13.34702929,8777.523013,1.21976569,36.13333333,2.964560669,2.851598326,2.960953975,2.939623431,49.98995816,89.18828452,61.61841004,61.3623431,142.9874477,198.9121339,154.9338912,67.24518828,16.32426778
23.99593241,52.12953492,48.03947959,73336.82382,11.66350225,8284.781377,1.130314304,39.76,2.964688903,2.877042976,2.991507377,2.969397049,55.40731238,87.90314304,53.22771007,60.13341886,132.3014753,202.1398332,163.1096857,76.05131495,13.21488133
23.95011212,51.82942144,47.60726566,73729.6269,12.62709867,8749.771723,1.177967599,34,2.9289838,2.794270987,2.996656848,2.975854197,59.24447717,89.8622975,67.02209131,41.47569956,144.9351988,179.437408,173.4992636,81.38880707,14.93556701
23.90752206,51.5495738,47.19754748,72307.2,12.60785455,8732.210909,1.166472727,40.90666667,3.008523636,2.895534545,2.963985455,2.943403636,56,87.71345455,66.99636364,42.46981818,149.232,179.2436364,167.8923636,66.54836364,14.75709091
23.8616719,51.2483924,46.75788844,71721.75749,12.77738832,8441.294908,1.170226804,40.77333333,3.006948454,2.885408935,2.971876289,2.94990378,55,85.7580756,63.83367698,46.44123711,152.3065292,187.7140893,154.8563574,61.72646048,15
