volume_weight,frictional_angle,cohesion,DJ_1,DJ_2,DJ_4,DJ_3,ZZJL,ZXZ_YL_1,ZXZ_YL_2,KWC_YL_1,KWC_YL_2,NJB_SZ_11,NJB_SZ_21,YG_A_2,YG_B_2,YG_C_2,YG_D_2,YG_E_2,YG_F_2,DX_DW_2
19.68632704,21.34075492,18.4341164,109926.0101,46.71691919,6371.464646,0.85959596,21.22,5.478181818,5.496691919,4.651010101,4.645277778,81.0,77.0,74.16919192,100.3636364,127.6464646,181.040404,182.4823232,147.8964646,-33.0
19.68376204,21.37612452,18.38773249,109419.6339,45.79950083,6325.906822,0.863760399,32.24,5.480499168,5.497237937,4.654792013,4.647171381,81.32113145,78.81863561,73.23793677,107.9417637,142.6156406,173.1414309,172.2279534,143.7470882,-34.0
19.68122282,21.41550929,18.33783107,112465.6093,47.09015025,6391.96995,0.852186978,30.9,5.474507513,5.489732888,4.654056761,4.645191987,82.15025042,77.92988314,81.64941569,123.2570952,151.2604341,169.2053422,167.542571,143.3505843,-34.0
19.67861751,21.45270573,18.29012508,110651.4161,44.99324619,6436.045752,0.915904139,28.8,5.474814815,5.49211329,4.654488017,4.6383878,82.86492375,80.70588235,94.87363834,127.9978214,149.8126362,152.3159041,154.0413943,143.3485839,-33.2
19.67632965,21.49179831,18.24249605,110313.4904,45.21948608,6528.586724,0.972462527,28.2,5.479293362,5.495910064,4.658222698,4.64117773,84.0,81.0,104.1670236,127.3190578,147.7987152,146.8993576,149.1627409,142.8650964,-30.0
19.67830313,21.53551353,18.18258471,109948.643,43.47724426,6433.298539,1.002463466,29.36,5.476868476,5.494154489,4.664697286,4.650229645,80.16701461,77.43215031,109.2108559,138.7724426,143.2860125,140.6012526,142.9206681,140.6012526,-27.0
19.6809306,21.56962489,18.10385571,110200.2237,43.25816555,6427.002237,0.989619687,25.64,5.474899329,5.491834452,4.653221477,4.635682327,80.4966443,78.06711409,116.5346756,142.2863535,141.6532438,139.3534676,141.4250559,135.6241611,-27.0
19.68373698,21.60920573,18.03378906,110084.5511,45.5605428,6693.997912,0.993194154,30.72,5.474467641,5.490292276,4.618997912,4.601022965,79.94780793,78.23799582,124.1586639,139.4133612,138.8580376,135.8768267,138.4655532,136.4509395,-22.0
19.6865205,21.64688635,17.96634665,111504.9801,44.38804781,6526.205179,1.011713147,28.32,5.474322709,5.492589641,4.671553785,4.654541833,79.8685259,79.61553785,131.4541833,139.874502,139.2330677,136.2191235,138.7430279,136.8665339,-19.4
19.68926218,21.68377051,17.89728647,113610.2128,43.24319149,6456.617021,1.033787234,28.14,5.408851064,5.427510638,4.600617021,4.587574468,78.32340426,76.18510638,133.8510638,142.5617021,141.887234,138.906383,141.412766,139.4297872,-16.8
19.69207003,21.72281153,17.82703399,110599.7773,45.82093541,6574.86637,0.995278396,28.2,5.334276169,5.353318486,4.520089087,4.499153675,80.80400891,78.73051225,130.0423163,138.8485523,138.2071269,135.0400891,137.6458797,135.6525612,-18.0
19.69484417,21.7618956,17.75718866,110933.0435,42.35195652,6321.282609,0.992304348,26.3,5.331391304,5.351065217,4.545,4.5235,85.00217391,82.65217391,131.1217391,138.776087,138.2152174,136.123913,137.973913,135.9934783,-18.6
19.69759652,21.79727691,17.69520583,112653.3214,40.52441652,6317.109515,1.041831239,30.3,5.331023339,5.350089767,4.590843806,4.567486535,85.0,82.02692998,124.5960503,143.0951526,142.6929982,140.2890485,142.1543986,140.3716338,-18.4
19.70026745,21.83690779,17.62488538,112792.6877,34.88557312,5891.73913,1.177667984,29.32,5.333754941,5.356521739,4.631304348,4.609090909,85.37747036,83.48418972,101.0098814,146.770751,149.6383399,147.4545455,149.201581,145.8616601,-21.6
19.70291841,21.87169141,17.56086791,114060.8618,37.23895871,6143.931777,1.076409336,28.6,5.332980251,5.352118492,4.639066427,4.61567325,84.27468582,83.34290844,91.31777379,124.5780969,157.3680431,161.2549372,162.7809695,151.0233393,-26.0
19.70562366,21.90931379,17.49231644,115581.2249,37.08373494,6124.37751,1.060401606,26.5,5.331485944,5.349678715,4.646947791,4.62502008,84.83935743,83.22690763,88.437751,124.7931727,155.2349398,169.373494,170.7550201,151.060241,-29.6
19.70838791,21.9472796,17.42668766,117719.7822,40.16823956,6295.970962,1.023702359,29.6,5.335553539,5.353466425,4.656551724,4.636043557,79.33030853,80.89836661,82.82758621,130.6043557,160.8802178,174.9963702,175.7822142,151.8838475,-32.0
19.71085456,21.98280838,17.36221609,116967.1815,39.9976834,6171.312741,1.017374517,28.64,5.338861004,5.358532819,4.668532819,4.647316602,78.58494208,79.496139,83.97297297,128.0019305,160.9864865,169.5366795,171.1254826,158.2644788,-35.2
19.71346418,22.01753969,17.29779972,117768.5083,40.253407,6167.458564,1.018158379,28.46,5.338176796,5.355893186,4.689337017,4.667403315,81.62430939,81.1160221,73.22836096,139.8655617,158.4585635,179.2412523,175.5414365,153.0202578,-37.8
19.7161849,22.05514578,17.23128582,115747.9393,42.49587852,6309.761388,0.996616052,27.54,5.341062907,5.360281996,4.688394794,4.666832972,81.97613883,81.56399132,75.31887202,160.4229935,161.8806941,162.1019523,154.4902386,153.6529284,-34.0
19.71870423,22.09100161,17.16760581,114271.1462,39.62727273,6138.992095,0.999841897,28.2,5.340711462,5.359664032,4.670790514,4.649604743,80.97035573,81.243083,87.95454545,141.4960474,154.013834,157.1996047,154.9071146,156.8715415,-35.0
19.72128897,22.12641019,17.10475012,115797.0149,36.33041045,6202.248134,1.081977612,29.9,5.336063433,5.353675373,4.761772388,4.735634328,79.24626866,76.0,84.15485075,146.9123134,153.9682836,159.7798507,160.5615672,159.4552239,-35.0
19.72368453,22.15788047,17.04504005,116187.782,37.7731203,6122.753759,1.049172932,30.2,5.336503759,5.353966165,4.774022556,4.751898496,79.31954887,77.10150376,87.85902256,154.2030075,153.9454887,156.8233083,158.1071429,156.6578947,-52.0
19.7263048,22.19513693,16.98296697,116680.1587,37.99126984,6364.920635,1.081587302,29.6,5.397222222,5.414186508,4.798134921,4.783134921,79.67460317,76.91666667,102.0396825,152.3928571,153.5039683,152.8551587,154.5694444,152.9325397,-53.0
19.72891065,22.23011016,16.91839657,116280.6216,38.2166362,6333.318099,1.05250457,29.6,5.395265082,5.41261426,4.815648995,4.803857404,80.73674589,77.16636197,104.8153565,146.5904936,149.9817185,153.6636197,155.1590494,153.5100548,-54.0
19.7313704,22.26460619,16.85851012,118302.7559,31.72716535,5573.159449,1.288267717,29.8,5.400767717,5.421988189,4.793425197,4.776062992,82.0,81.0,102.0846457,146.0,154.8267717,158.5255906,159.9468504,158.3385827,-51.0
19.73376671,22.29575942,16.79747266,116433.7079,32.95992509,5658.895131,1.251722846,29.1,5.396722846,5.417059925,4.786498127,4.767247191,81.07677903,81.02434457,96.50749064,139.840824,153.7996255,158.1779026,159.8052434,157.9400749,-47.0
19.73622381,22.33117355,16.73747124,117413.4454,29.26823529,5450.361345,1.207058824,28.4,5.401344538,5.422806723,4.785159664,4.764504202,81.89915966,80.97142857,109.7344538,140.0252101,154.4184874,155.7882353,156.4252101,154.7495798,-38.0
19.73870851,22.36467109,16.67657212,114328.6972,33.07711268,5869.434859,1.055985915,26.94,5.399348592,5.417429577,4.779330986,4.759348592,80.79049296,80.72711268,111.4102113,113.2183099,137.3697183,160.6549296,161.2288732,159.5,-34.0
19.74114959,22.3991342,16.61630592,117842.2559,36.98703704,6233.838384,1.018956229,29.6,5.396868687,5.417205387,4.822154882,4.801599327,80.38215488,81.05555556,142.520202,110.7407407,84.56060606,161.4023569,162.2609428,160.8569024,-28.0
19.74349389,22.43068536,16.55558351,117079.0566,38.64679245,6367.207547,1.039018868,29.2,5.392792453,5.411320755,4.830396226,4.808867925,84.97358491,82.01698113,121.9509434,112.209434,142.4584906,161.3811321,162.7660377,161.0415094,-26.0
19.74579651,22.46440172,16.49796991,116727.305,39.21400709,6363.191489,1.007375887,29.0,5.389911348,5.408812057,4.853120567,4.832039007,84.48404255,80.91312057,111.1755319,122.822695,144.8971631,161.1524823,162.0921986,160.7198582,-23.0
19.74816137,22.49500179,16.44056884,115665.0662,34.04503311,6144.321192,1.019370861,30.4,5.389370861,5.407433775,4.876059603,4.855298013,81.02649007,73.85264901,107.0149007,118.0099338,150.9370861,160.2301325,160.7201987,159.0794702,-23.0
19.75057512,22.52866121,16.38294794,116440.0691,35.99585492,6246.502591,1.017823834,30.1,5.452037997,5.471070812,4.887426598,4.86626943,81.7357513,76.92573402,103.0069085,117.9792746,154.1088083,163.3367876,164.1744387,160.566494,-23.0
19.75293701,22.56191939,16.32232597,116500.9852,35.72200328,6178.029557,1.021773399,29.8,5.448505747,5.471691297,4.901083744,4.879573071,81.91297209,77.73234811,103.0065681,117.9802956,160.9490969,164.9655172,165.7701149,151.2610837,-23.0
