DJ_1,YG_F_2,YG_B_2,ZXZ_YL_1,NJB_SZ_11,YG_A_2,YG_D_2,KWC_YL_1,volume_weight,cohesion,DJ_2,DJ_3,NJB_SZ_21,ZXZ_YL_2,KWC_YL_2,ZZJL,YG_E_2,YG_C_2,frictional_angle,DJ_4,DX_DW_1
115893.3665,135.0514096,121.9800995,4.693349917,86.52072968,108.1111111,169.6998342,3.953615257,19.80464928,17.13644439,22.42155887,1.58053068,72.97844113,4.701160862,3.965870647,26.5,179.6600332,139.0182421,21.74133595,4819.244255,-24.0
111024.1071,143.1428571,106.5892857,4.695,86.46875,102.6071429,168.7321429,3.930357143,19.80510604,17.1310166,28.95580357,1.602901786,77.0625,4.700200893,3.935424107,27.06,170.7991071,124.9375,21.75671969,5202.198661,-26.0
110040.2041,148.8693878,103.8346939,4.696285714,84.86122449,112.0836735,158.3306122,3.93777551,19.80536557,17.12735751,26.86102041,1.573959184,76.28163265,4.699653061,3.940836735,27.78,159.6163265,126.0163265,21.77106505,5051.591837,-28.0
108604.25,157.8625,102.24,4.698575,85.3575,116.015,157.5475,3.9537,19.80547252,17.12632789,28.0555,1.60345,75.095,4.701075,3.949475,24.92,159.2425,102.1575,21.78254771,5503.375,-29.0
107705.4507,152.3312369,113.4234801,4.698113208,84.69811321,109.0503145,151.8532495,3.940545073,19.80586884,17.12224647,28.15807128,1.614171908,77.11530398,4.69687631,3.939098532,31.32,153.7169811,111.9161426,21.79715172,5363.375262,-30.0
106326.0369,147.0967742,116.9447005,4.695829493,87.49308756,108.0069124,146.6474654,3.962488479,19.80618474,17.12001147,29.02926267,1.563870968,77.09677419,4.695875576,3.960483871,29.2,148.3847926,116.1129032,21.81063683,5232.258065,-32.4
105627.7311,151.4432773,116.0609244,4.94302521,85.0,90.39285714,151.1596639,3.943088235,19.80654666,17.11758771,27.05756303,1.63,76.0,4.94342437,3.949117647,28.2,152.737395,120.0357143,21.82466177,5126.228992,-36.0
104941.2916,160.4344423,100.0,4.914735812,88.6888454,84.18982387,160.2054795,3.939236791,19.8068377,17.11242698,26.58727984,1.659334638,75.49902153,4.939001957,3.93962818,28.9,161.7123288,109.0293542,21.83930821,5058.287671,-33.0
105151.79,158.4033413,89.92124105,4.923794749,86.0,68.88782816,174.1217184,3.955417661,19.80706851,17.11070571,27.51002387,1.651455847,76.32935561,4.939045346,3.958448687,25.0,175.8878282,111.4463007,21.85148118,5023.412888,-32.4
105394.8617,136.1679842,97.03754941,4.890296443,86.1798419,68.96640316,174.8102767,3.958952569,19.80740487,17.10802194,25.52747036,1.664110672,75.80632411,4.939189723,3.952213439,31.2,173.3280632,130.270751,21.86484973,4924.268775,-27.0
105918.835,121.9902913,100.7533981,4.882524272,86.0,69.00970874,168.0524272,3.996349515,19.80769406,17.10493151,26.17223301,1.625242718,75.9223301,4.937184466,3.99207767,28.56,170.2135922,157.038835,21.8791895,4997.708738,-26.0
108937.581,128.3434125,105.2224622,4.880669546,87.55939525,69.00215983,171.5615551,4.067883369,19.80803877,17.10028506,25.50777538,1.652656587,75.89200864,4.935572354,4.067559395,28.5,173.1792657,163.2354212,21.89305587,4916.825054,-24.0
111839.5985,143.2737226,100.4708029,4.991240876,85.47080292,89.22445255,172.8321168,4.156441606,19.80825834,17.0992596,25.09525547,1.571058394,72.18430657,5.035109489,4.170729927,27.8,174.3667883,147.1021898,21.90536508,4900.930657,-22.0
109777.1562,153.3146853,103.3869464,5.005501166,85.997669,101.2937063,155.5477855,4.163916084,19.80861598,17.09478716,27.204662,1.602890443,73.82983683,5.034895105,4.16997669,24.42,157.6993007,140.3403263,21.91961074,5026.293706,-20.6
115653.5385,138.86,102.1030769,5.007769231,87.90615385,118.5692308,181.6276923,4.168492308,19.80898136,17.09191678,20.34615385,1.603753846,70.00307692,5.033676923,4.175953846,29.8,160.8615385,143.8584615,21.93416326,4541.492308,-15.8
115723.0906,140.268206,106.410302,5.010568384,88.0,131.339254,173.1403197,4.195293073,19.80910536,17.08966848,24.47921847,1.557300178,75.12966252,5.036269982,4.206998224,28.6,162.035524,131.3694494,21.94541326,5016.998224,-13.8
113269.9597,140.0423387,105.7540323,5.015443548,88.99596774,130.796371,165.1431452,4.210443548,19.80949518,17.08574022,25.84858871,1.58608871,74.05645161,5.036693548,4.217802419,27.18,161.9334677,123.7782258,21.96031764,4877.822581,-10.0
113113.5945,122.6589862,120.5138249,5.013271889,85.0,125.375576,154.2142857,4.237096774,19.80983569,17.08330878,28.06059908,1.565345622,72.85253456,5.034608295,4.249562212,26.7,156.7488479,151.640553,21.97289518,5110.092166,-10.6
113488.3721,137.6363636,125.5158562,5.017547569,85.0,110.8118393,159.7610994,4.257991543,19.81014378,17.08085588,27.76004228,1.604947146,74.10782241,5.036427061,4.272600423,26.2,162.2832981,141.2748414,21.98769388,5282.663848,-11.6
111798.6928,148.6078431,130.4640523,5.019106754,81.0,114.0610022,148.2984749,4.284466231,19.81038227,17.07736937,28.16535948,1.593943355,75.08714597,5.036688453,4.292156863,29.4,150.8409586,132.9891068,21.9996494,5160.174292,-10.4
111175.6592,145.703854,127.9634888,5.070791075,80.30425963,117.9411765,146.7099391,4.273833671,19.81060777,17.07576819,27.89736308,1.58494929,77.47870183,5.093630832,4.282474645,28.4,149.8093306,131.2555781,22.0116019,5292.96146,-10.0
110787.9518,147.0144578,119.7445783,5.235325301,82.60722892,123.7879518,146.5831325,4.287542169,19.81093433,17.07309862,28.95373494,1.583614458,77.65060241,5.253180723,4.28826506,27.5,149.4144578,127.5253012,22.02450914,5344.313253,-11.0
110241.573,151.9955056,110.9011236,5.235460674,84.37303371,108.6898876,156.6651685,4.311910112,19.81114869,17.07114192,27.64359551,1.614921348,75.8,5.252179775,4.316022472,27.9,159.0966292,124.9752809,22.03857513,5195.651685,-11.0
110513.3891,151.2991632,109.6171548,5.235523013,84.5334728,106.0983264,153.3200837,4.313849372,19.81152893,17.06732718,27.8709205,1.575564854,77.47698745,5.250209205,4.327635983,28.1,154.8451883,141.2364017,22.0510358,5246.119247,-12.6
109497.7901,147.5414365,109.0662983,5.22320442,88.19337017,112.1031308,147.4235727,4.325653775,19.81172103,17.06749156,26.8825046,1.625930018,80.5893186,5.248581952,4.325064457,30.3,149.2909761,141.9373849,22.062036,5143.830571,-14.0
111640.8549,151.4353877,106.0914513,5.221471173,87.56461233,108.5745527,156.055666,4.346819085,19.81209261,17.06195774,25.45884692,1.66250497,75.50099404,5.248926441,4.337634195,27.5,157.2624254,144.7415507,22.07697235,4999.907223,-17.0
111317.8161,143.1321839,106.4885057,5.230363985,89.83524904,88.18773946,174.2030651,4.365862069,19.81246351,17.05765776,25.38697318,1.615670498,77.5862069,5.24967433,4.362356322,28.8,158.9214559,152.0536398,22.09261172,4998.773946,-17.0
111137.9592,137.3326531,107.6938776,5.225367347,88.0,77.45102041,167.4183673,4.381163265,19.81257848,17.05543722,26.65020408,1.630897959,78.37755102,5.250469388,4.371653061,28.8,169.5510204,167.7102041,22.10334081,4996.918367,-16.0
111154.7131,139.2418033,103.317623,5.232745902,86.0,76.2192623,171.4631148,4.408196721,19.81283746,17.05574101,26.05327869,1.662622951,79.4897541,5.249159836,4.40670082,28.82,173.7110656,162.3811475,22.11440574,5033.114754,-14.0
110011.4398,136.4201183,102.2051282,5.233491124,86.0,76.53846154,168.6646943,4.395266272,19.81328186,17.05076648,25.88540434,1.659211045,81.8086785,5.248915187,4.38887574,29.06,170.8382643,163.1084813,22.12890232,4993.116371,-14.8
113029.9786,145.6937901,99.75588865,5.226616702,81.94004283,96.69807281,167.9443255,4.440235546,19.81356216,17.04950805,27.48179872,1.592205567,77.1391863,5.246937901,4.45875803,27.8,170.2248394,156.0149893,22.14239714,5002.526767,-13.0
115290.7285,127.2472406,118.5629139,5.227218543,84.01766004,109.8852097,163.4900662,4.426622517,19.81382622,17.04356712,27.74900662,1.593465784,74.52538631,5.254260486,4.440927152,28.1,166.2339956,166.584989,22.15591914,5007.483444,-14.0
115162.5523,120.8598326,113.9916318,5.236715481,79.10878661,99.37447699,170.7405858,4.453410042,19.81409126,17.04213991,27.29707113,1.613974895,74.90794979,5.254267782,4.459623431,27.7,173.2364017,173.5271967,22.1678679,4949.895397,-9.0
114813.5593,121.2372881,124.0169492,5.241694915,84.0,87.16949153,171.7288136,4.418983051,19.8144099,17.03954084,27.67118644,1.529152542,79.0,5.256779661,4.423050847,28.2,174.1186441,174.1525424,22.18044132,5087.966102,-5.0
115929.0581,106.0420842,115.49499,5.227234469,89.0,84.16633267,190.3046092,4.39995992,19.81458473,17.03714095,23.79118236,1.662044088,79.15230461,5.248396794,4.380901804,28.26,177.5190381,183.1462926,22.19395458,4782.865731,-5.0
115737.0079,125.996063,110.1948819,5.464448819,87.0,84.79133858,180.1181102,4.45769685,19.81507063,17.03100879,25.98661417,1.652283465,74.2007874,5.488169291,4.446791339,28.8,179.6299213,177.2893701,22.20811923,4946.870079,-9.0
113283.174,139.7648184,99.33269598,5.472753346,88.73613767,75.05736138,181.1778203,4.46583174,19.81509224,17.03498555,24.99483748,1.663556405,74.70936902,5.488546845,4.466156788,28.7,183.1032505,162.5468451,22.21697044,4885.941683,-11.4
112896.0,135.0971429,96.52,5.477028571,89.0,72.94666667,185.5809524,4.464057143,19.81412222,17.00776667,24.83142857,1.663847619,78.99809524,5.490038095,4.456457143,29.0,187.5219048,159.0571429,22.22078889,4829.828571,-14.0
112251.8447,128.7223301,106.2893204,5.476330097,87.79805825,77.65825243,177.0174757,4.480834951,19.81273475,16.9836204,25.62446602,1.65623301,74.94368932,5.489203883,4.481980583,28.38,179.1708738,164.0699029,22.21867985,4942.126214,-19.0
115488.4892,133.2086331,103.2661871,5.468105516,85.0,103.5851319,171.3045564,4.482805755,19.81119876,16.96005999,27.06330935,1.613333333,77.64268585,5.490743405,4.469040767,27.8,173.7026379,167.6019185,22.21387624,4950.695444,-16.0
116286.6279,153.8895349,98.92829457,5.463236434,84.25387597,99.18604651,177.3178295,4.504534884,19.80969784,16.93488114,26.52616279,1.606085271,76.01162791,5.489031008,4.500329457,28.78,179.253876,149.7790698,22.21174184,4951.666667,-21.0
117137.594,158.3345865,95.46804511,5.473458647,84.53383459,99.37406015,180.0657895,4.510131579,19.80816485,16.91444124,26.23947368,1.560714286,77.80827068,5.488590226,4.525958647,27.56,181.8120301,149.4511278,22.20505443,4862.669173,-21.2
119973.9837,152.0609756,97.61585366,5.460406504,87.0,98.88821138,190.9735772,4.485914634,19.80682071,16.88885803,23.71666667,1.624065041,76.43292683,5.488231707,4.486890244,29.08,192.2276423,152.4939024,22.20302155,4644.95935,-26.4
119943.7168,151.1752212,102.8778761,5.470495575,90.73274336,99.00707965,188.3858407,4.560849558,19.80537658,16.86203066,23.63451327,1.639469027,74.7079646,5.486814159,4.56300885,28.4,189.7646018,153.9362832,22.20216619,4554.19469,-26.0
120346.8966,151.2017241,104.9965517,5.459603448,87.0,100.2224138,187.0689655,4.576344828,19.80397734,16.83775136,24.1312069,1.653206897,74.15344828,5.48637931,4.575534483,28.3,188.612069,156.3362069,22.19961115,4547.439655,-27.0
119228.125,151.3345588,110.0036765,5.470496324,88.0,102.1783088,177.6470588,4.569724265,19.8025,16.81604444,24.12463235,1.652352941,79.09558824,5.487169118,4.569080882,28.0,179.3529412,161.0055147,22.19548889,4482.628676,-20.6
120103.5011,164.04814,124.6849015,5.466936543,84.19256018,96.91684902,168.7702407,4.549037199,19.80101111,16.79126667,28.27133479,1.583326039,79.70678337,5.48571116,4.559715536,27.26,171.1881838,167.2056893,22.19188889,4775.207877,-16.6
119977.0701,167.2845011,127.3269639,5.474012739,82.16135881,90.16985138,168.4649682,4.603269639,19.7996444,16.76710746,27.0940552,1.610191083,79.56900212,5.489150743,4.614798301,28.9,170.7515924,169.92569,22.18962107,4760.424628,-10.0
121981.6068,172.4735729,145.8858351,5.466596195,82.30655391,72.37632135,179.9598309,4.581035941,19.79817758,16.74040449,27.71057082,1.598562368,80.00634249,5.48410148,4.583636364,28.3,182.2917548,159.9112051,22.18854317,4778.942918,-13.0
123442.1978,179.6769231,145.9318681,5.466285714,77.46593407,74.94285714,179.7164835,4.601340659,19.79671111,16.71536667,27.6632967,1.589230769,74.83736264,5.485164835,4.606241758,26.04,181.6395604,161.432967,22.1862,4787.263736,-26.0
112971.831,154.1267606,145.8873239,5.481267606,76.0,79.29577465,153.5915493,4.467605634,19.76671425,17.50779205,29.93098592,1.49943662,79.07042254,5.503661972,4.477464789,28.12,155.971831,156.3239437,21.66226505,4884.225352,-3.0
111869.7769,150.3306288,153.336714,5.483691684,79.60243408,79.63083164,150.2758621,4.400831643,19.76528491,17.56698124,29.57910751,1.492860041,79.47464503,5.506206897,4.40148073,28.2,152.4482759,152.8275862,21.63022339,4833.894523,-6.0
113598.4547,149.2759382,152.3664459,5.484701987,85.0,93.82781457,149.3620309,4.422229581,19.76376829,17.62923963,30.1790287,1.428830022,81.85209713,5.505584989,4.408388521,27.32,151.2803532,151.6843267,21.59563444,4927.406181,-8.8
111442.0744,148.8708415,143.7749511,5.483072407,86.0,88.78082192,148.8277886,4.439667319,19.76242169,17.68845783,29.84951076,1.427749511,81.37964775,5.504168297,4.433757339,28.6,150.6457926,150.6340509,21.56336145,4899.001957,-10.0
109909.2486,148.5761079,129.5876686,5.479537572,87.0,84.30250482,152.5510597,4.490308285,19.76083485,17.75004235,31.15606936,1.407745665,82.10211946,5.504315992,4.488342967,28.6,154.6897881,149.3815029,21.52990926,5054.788054,-14.0
108630.3493,146.6593886,130.5742358,5.481899563,86.0,87.05458515,148.7816594,4.49010917,19.75938032,17.81487242,30.60982533,1.423406114,78.06331878,5.504366812,4.496157205,29.1,150.80131,145.3558952,21.49370595,4967.074236,-17.0
110206.6667,153.3875,128.60625,5.482729167,82.225,83.39166667,156.6708333,4.5191875,19.75789281,17.87714565,28.9225,1.497416667,78.3625,5.5036875,4.5211875,27.46,158.7104167,139.1458333,21.45955317,4897.604167,-15.0
110790.6067,158.8649706,116.6536204,5.563679061,84.92172211,84.09784736,158.4481409,4.56407045,19.75636185,17.93999755,29.05420744,1.5237182,76.72994129,5.584422701,4.562563601,27.44,160.8414873,144.8082192,21.42632998,4925.655577,-13.0
109343.75,149.625,120.3242188,5.576933594,83.33007813,94.0703125,149.0175781,4.569140625,19.75478389,18.00445758,29.35019531,1.537070312,77.53710938,5.597734375,4.571503906,28.24,151.4335938,147.65625,21.39078931,4903.496094,-11.0
112700.2941,149.5156863,125.4176471,5.568176471,84.94705882,108.5313725,149.3156863,4.575058824,19.75335807,18.07251701,30.28156863,1.407647059,76.33529412,5.588509804,4.57027451,19.96,151.3313725,151.6294118,21.35341991,5294.990196,-14.0
111799.5536,140.09375,143.1696429,5.568392857,87.0,120.1205357,139.6651786,4.5909375,19.75172071,18.13586781,32.08883929,1.399017857,76.14285714,5.590089286,4.594196429,13.42,141.8973214,142.4955357,21.3192322,5405.9375,-16.0
110331.524,139.2338205,133.5135699,5.570020877,86.0,120.5448852,138.6242171,4.611586639,19.750156,18.20017472,33.56680585,1.376033403,78.49478079,5.591670146,4.610772443,56.4,141.3006263,141.5803758,21.28333957,5519.519833,-17.0
108963.2135,146.6511628,110.4016913,5.574059197,86.0,117.9471459,146.1522199,4.586131078,19.74861442,18.26999373,32.59450317,1.402663848,79.0,5.597484144,4.579788584,28.4,148.7145877,131.4862579,21.24501567,5059.365751,-14.0
108610.1512,145.6781857,109.0863931,5.571274298,87.0,119.8142549,145.3758099,4.599892009,19.74702771,18.33575567,31.1699784,1.420950324,79.2224622,5.593023758,4.600064795,28.3,147.7904968,130.7732181,21.20939547,5188.315335,-12.0
108361.9898,139.2857143,120.4770408,5.571556122,84.5127551,121.5280612,138.7321429,4.601913265,19.74527514,18.40383302,29.84515306,1.538112245,78.4005102,5.592908163,4.598163265,27.5,141.3520408,136.875,21.17071474,4826.632653,-14.0
108769.7892,137.2107728,130.969555,5.577540984,80.11241218,119.3793911,136.5831382,4.61442623,19.74369759,18.47076239,29.46112412,1.562857143,77.43793911,5.598594848,4.609227166,27.68,139.2318501,139.70726,21.13562897,4824.40281,-11.8
109266.3812,141.1156317,132.5053533,5.57640257,83.68950749,108.503212,140.7173448,4.603982869,19.74208578,18.53646924,29.68201285,1.539657388,79.75374732,5.598072805,4.601905782,28.3,143.2034261,143.3618844,21.10061271,4788.169165,-10.6
108918.8679,140.6768868,129.6179245,5.57379717,82.0,111.5660377,140.1273585,4.600778302,19.7404359,18.60994872,29.4620283,1.586650943,79.68396226,5.597476415,4.596509434,28.48,142.7735849,140.7948113,21.05941026,4897.511792,-10.6
110820.1699,143.4607219,130.836518,5.57089172,83.23142251,111.9723992,142.7749469,4.620785563,19.73874002,18.67946406,29.73312102,1.556008493,78.93630573,5.593566879,4.624904459,26.62,145.4416136,145.836518,21.02147642,4835.191083,-8.0
110735.2113,144.8008048,129.8350101,5.573038229,78.41046278,108.4185111,144.4567404,4.608571429,19.73706484,18.74809111,29.39114688,1.516056338,77.00402414,5.595191147,4.612394366,28.76,146.8370221,145.5533199,20.98366766,4868.993964,-7.0
111911.5473,145.1685912,136.6120092,5.573210162,80.65127021,108.8244804,144.6420323,4.618198614,19.73537061,18.82512354,30.08013857,1.538660508,79.04387991,5.594872979,4.621454965,25.0,147.2494226,146.965358,20.94163849,4881.270208,-7.0
111803.4979,146.7633745,134.563786,5.571358025,81.81069959,105.1831276,146.1502058,4.658436214,19.73372534,18.89474716,28.89115226,1.607078189,80.34156379,5.597613169,4.657983539,29.2,148.808642,147.9711934,20.9036195,4943.744856,-8.4
114196.1702,152.812766,134.9042553,5.572425532,84.5212766,103.2510638,152.606383,4.634297872,19.73189814,18.96869257,31.2512766,1.39987234,81.19148936,5.592574468,4.637297872,26.96,154.7297872,148.9404255,20.86286427,5404.680851,-7.0
121034.8837,163.4669052,151.0053667,5.574633274,80.94991055,101.9588551,164.4275492,4.667871199,19.73016355,19.04092588,24.92397138,1.428658318,75.26654741,5.595277281,4.671985689,29.66,165.1395349,154.8729875,20.82284358,4794.642218,-4.0
116704.3121,157.7063655,151.4147844,5.575092402,82.18480493,91.58726899,157.3593429,4.657022587,19.72837265,19.11729393,29.97186858,1.485051335,79.69404517,5.595379877,4.651047228,28.1,159.6714579,152.3285421,20.78212298,4965.379877,-7.0
114717.9592,138.4142857,129.5836735,5.579204082,83.20408163,84.19387755,166.0836735,4.666285714,19.72664447,19.19135819,28.47979592,1.548,80.4877551,5.598530612,4.661959184,28.84,168.3571429,168.2897959,20.7420506,4872.163265,-8.0
115954.5817,145.0139442,140.8386454,5.577549801,81.0,79.07768924,165.6434263,4.698964143,19.72426706,19.1782516,29.65239044,1.480398406,79.76095618,5.597848606,4.692071713,27.22,167.876494,168.3027888,20.75614339,4981.713147,-5.0
116680.4574,139.7318087,135.2037422,5.577255717,85.97920998,78.96465696,170.9480249,4.68956341,19.72161406,19.12776668,30.21912682,1.392598753,81.7962578,5.598024948,4.683388773,28.42,172.991684,173.2869023,20.79625782,5104.823285,-1.0
115664.4737,139.8898026,137.4967105,5.575378289,83.65953947,92.42105263,163.2467105,4.698470395,19.71919595,19.07799521,21.47664474,1.652105263,78.16282895,5.595197368,4.691003289,27.4,163.8569079,164.2549342,20.83630192,4444.712171,3.0
115777.7778,142.7757576,149.410101,5.575676768,85.0,112.4565657,150.4121212,4.711676768,19.71663119,19.03150612,29.39434343,1.442343434,82.34545455,5.595515152,4.705272727,28.9,152.3373737,152.7212121,20.87413518,4955.949495,5.6
115050.6306,143.2234234,146.0684685,5.574990991,84.0,127.5297297,143.3279279,4.709387387,19.71413376,18.97796836,26.41891892,1.551171171,81.11351351,5.596126126,4.705837838,28.68,145.009009,145.6234234,20.91634091,4756.479279,4.2
115193.401,143.8798646,147.0558376,5.775059222,80.15228426,124.2673435,144.7986464,4.714213198,19.71152159,18.93063123,34.78324873,1.135532995,76.09137056,5.793807107,4.707478849,28.0,146.1590525,146.6395939,20.9521196,5764.213198,5.0
112489.4977,144.1004566,133.2770167,5.670487062,81.95585997,118.130898,147.3439878,4.632328767,19.70901607,18.87909972,37.86057839,0.891111111,75.0608828,5.688828006,4.638280061,28.1,148.564688,139.739726,20.99320143,5735.525114,1.0
111863.0986,139.0450704,133.0492958,5.672042254,82.02253521,132.7915493,140.5,4.63284507,19.70648885,18.830069,41.78253521,0.756197183,72.64788732,5.689802817,4.630239437,28.3,140.6309859,137.156338,21.03026805,5765.464789,0.0
113440.256,141.3285917,137.029872,5.561450925,87.3541963,132.9203414,143.1422475,4.657524893,19.70395225,18.7812069,43.54665718,0.729559033,77.41536273,5.577624467,4.651109531,28.6,143.3541963,137.2958748,21.06919098,5790.540541,-2.8
112669.9545,142.9666161,131.3550835,5.474127466,88.36874052,132.400607,144.2124431,4.660394537,19.7013381,18.7300212,46.20789074,0.714840668,79.76024279,5.491335357,4.651016692,28.3,144.5705615,132.4324734,21.10885003,5934.825493,-6.2
111834.7692,144.2061538,128.1476923,5.475723077,87.0,128.0476923,145.3953846,4.642876923,19.69887462,18.68211307,46.56430769,0.711692308,79.26461538,5.493523077,4.633292308,29.0,145.7138462,130.9953846,21.14610089,5968.923077,-9.0
110831.592,150.6268657,120.0074627,5.472447761,86.82835821,105.3044776,151.9895522,4.616970149,19.69633452,18.63526532,46.23462687,0.712835821,78.16716418,5.490373134,4.604089552,28.6,152.2462687,139.8104478,21.18336642,5976.865672,-14.6
111979.7256,158.714939,114.7591463,5.477271341,83.0,103.7210366,160.742378,4.626067073,19.6938252,18.58434484,44.33551829,0.735792683,76.76371951,5.495121951,4.618719512,28.66,160.9893293,128.6402439,21.22382652,5850.030488,-12.6
111992.6554,158.1450094,113.4218456,5.473333333,82.74199623,97.45951036,163.2316384,4.63440678,19.69128998,18.53616178,46.83709981,0.845988701,79.28060264,5.491016949,4.63527307,27.98,164.6704331,131.2184557,21.2605604,6351.111111,-16.0
109983.6792,158.2283019,114.0509434,5.479509434,84.0,82.86792453,164.9264151,4.631226415,19.68880085,18.48721606,48.7390566,0.827207547,81.36603774,5.498264151,4.632415094,28.16,166.5415094,129.6603774,21.29922081,6435.886792,-21.0
109926.0101,147.8964646,100.3636364,5.478181818,81.0,74.16919192,181.040404,4.651010101,19.68632704,18.4341164,46.71691919,0.85959596,77.0,5.496691919,4.645277778,21.22,182.4823232,127.6464646,21.34075492,6371.464646,-24.0
109419.6339,143.7470882,107.9417637,5.480499168,81.32113145,73.23793677,173.1414309,4.654792013,19.68376204,18.38773249,45.79950083,0.863760399,78.81863561,5.497237937,4.647171381,32.24,172.2279534,142.6156406,21.37612452,6325.906822,-23.6
112465.6093,143.3505843,123.2570952,5.474507513,82.15025042,81.64941569,169.2053422,4.654056761,19.68122282,18.33783107,47.09015025,0.852186978,77.92988314,5.489732888,4.645191987,30.9,167.542571,151.2604341,21.41550929,6391.96995,-23.0
110651.4161,143.3485839,127.9978214,5.474814815,82.86492375,94.87363834,152.3159041,4.654488017,19.67861751,18.29012508,44.99324619,0.915904139,80.70588235,5.49211329,4.6383878,28.8,154.0413943,149.8126362,21.45270573,6436.045752,-20.2
110313.4904,142.8650964,127.3190578,5.479293362,84.0,104.1670236,146.8993576,4.658222698,19.67632965,18.24249605,45.21948608,0.972462527,81.0,5.495910064,4.64117773,28.2,149.1627409,147.7987152,21.49179831,6528.586724,-17.0
109948.643,140.6012526,138.7724426,5.476868476,80.16701461,109.2108559,140.6012526,4.664697286,19.67830313,18.18258471,43.47724426,1.002463466,77.43215031,5.494154489,4.650229645,29.36,142.9206681,143.2860125,21.53551353,6433.298539,-11.0
110200.2237,135.6241611,142.2863535,5.474899329,80.4966443,116.5346756,139.3534676,4.653221477,19.6809306,18.10385571,43.25816555,0.989619687,78.06711409,5.491834452,4.635682327,25.64,141.4250559,141.6532438,21.56962489,6427.002237,-7.0
110084.5511,136.4509395,139.4133612,5.474467641,79.94780793,124.1586639,135.8768267,4.618997912,19.68373698,18.03378906,45.5605428,0.993194154,78.23799582,5.490292276,4.601022965,30.72,138.4655532,138.8580376,21.60920573,6693.997912,-1.0
111504.9801,136.8665339,139.874502,5.474322709,79.8685259,131.4541833,136.2191235,4.671553785,19.6865205,17.96634665,44.38804781,1.011713147,79.61553785,5.492589641,4.654541833,28.32,138.7430279,139.2330677,21.64688635,6526.205179,-230.0
113610.2128,139.4297872,142.5617021,5.408851064,78.32340426,133.8510638,138.906383,4.600617021,19.68926218,17.89728647,43.24319149,1.033787234,76.18510638,5.427510638,4.587574468,28.14,141.412766,141.887234,21.68377051,6456.617021,6.0
110599.7773,135.6525612,138.8485523,5.334276169,80.80400891,130.0423163,135.0400891,4.520089087,19.69207003,17.82703399,45.82093541,0.995278396,78.73051225,5.353318486,4.499153675,28.2,137.6458797,138.2071269,21.72281153,6574.86637,5.0
110933.0435,135.9934783,138.776087,5.331391304,85.00217391,131.1217391,136.123913,4.545,19.69484417,17.75718866,42.35195652,0.992304348,82.65217391,5.351065217,4.5235,26.3,137.973913,138.2152174,21.7618956,6321.282609,5.2
112653.3214,140.3716338,143.0951526,5.331023339,85.0,124.5960503,140.2890485,4.590843806,19.69759652,17.69520583,40.52441652,1.041831239,82.02692998,5.350089767,4.567486535,30.3,142.1543986,142.6929982,21.79727691,6317.109515,16.4
112792.6877,145.8616601,146.770751,5.333754941,85.37747036,101.0098814,147.4545455,4.631304348,19.70026745,17.62488538,34.88557312,1.177667984,83.48418972,5.356521739,4.609090909,29.32,149.201581,149.6383399,21.83690779,5891.73913,14.8
114060.8618,151.0233393,124.5780969,5.332980251,84.27468582,91.31777379,161.2549372,4.639066427,19.70291841,17.56086791,37.23895871,1.076409336,83.34290844,5.352118492,4.61567325,28.6,162.7809695,157.3680431,21.87169141,6143.931777,14.8
115581.2249,151.060241,124.7931727,5.331485944,84.83935743,88.437751,169.373494,4.646947791,19.70562366,17.49231644,37.08373494,1.060401606,83.22690763,5.349678715,4.62502008,26.5,170.7550201,155.2349398,21.90931379,6124.37751,9.8
117719.7822,151.8838475,130.6043557,5.335553539,79.33030853,82.82758621,174.9963702,4.656551724,19.70838791,17.42668766,40.16823956,1.023702359,80.89836661,5.353466425,4.636043557,29.6,175.7822142,160.8802178,21.9472796,6295.970962,8.0
116967.1815,158.2644788,128.0019305,5.338861004,78.58494208,83.97297297,169.5366795,4.668532819,19.71085456,17.36221609,39.9976834,1.017374517,79.496139,5.358532819,4.647316602,28.64,171.1254826,160.9864865,21.98280838,6171.312741,8.0
117768.5083,153.0202578,139.8655617,5.338176796,81.62430939,73.22836096,179.2412523,4.689337017,19.71346418,17.29779972,40.253407,1.018158379,81.1160221,5.355893186,4.667403315,28.46,175.5414365,158.4585635,22.01753969,6167.458564,6.0
115747.9393,153.6529284,160.4229935,5.341062907,81.97613883,75.31887202,162.1019523,4.688394794,19.7161849,17.23128582,42.49587852,0.996616052,81.56399132,5.360281996,4.666832972,27.54,154.4902386,161.8806941,22.05514578,6309.761388,4.0
114271.1462,156.8715415,141.4960474,5.340711462,80.97035573,87.95454545,157.1996047,4.670790514,19.71870423,17.16760581,39.62727273,0.999841897,81.243083,5.359664032,4.649604743,28.2,154.9071146,154.013834,22.09100161,6138.992095,-9.0
115797.0149,159.4552239,146.9123134,5.336063433,79.24626866,84.15485075,159.7798507,4.761772388,19.72128897,17.10475012,36.33041045,1.081977612,76.0,5.353675373,4.735634328,29.9,160.5615672,153.9682836,22.12641019,6202.248134,-9.0
116187.782,156.6578947,154.2030075,5.336503759,79.31954887,87.85902256,156.8233083,4.774022556,19.72368453,17.04504005,37.7731203,1.049172932,77.10150376,5.353966165,4.751898496,30.2,158.1071429,153.9454887,22.15788047,6122.753759,-16.0
